Date,Close,High,Low,Open,Volume
1997-02-18,3.5179965496063232,3.5179965496063232,3.5179965496063232,3.5179965496063232,1679000
1997-02-19,3.5229651927948,3.5229651927948,3.5229651927948,3.5229651927948,2086200
1997-02-20,3.5279343128204346,3.5279343128204346,3.5279343128204346,3.5279343128204346,130000
1997-02-21,3.5229651927948,3.5229651927948,3.5229651927948,3.5229651927948,908900
1997-02-24,3.5030901432037354,3.5030901432037354,3.5030901432037354,3.5030901432037354,729500
1997-02-25,3.5130274295806885,3.5130274295806885,3.5130274295806885,3.5130274295806885,2759000
1997-02-26,3.5527782440185547,3.5527782440185547,3.5527782440185547,3.5527782440185547,2590000
1997-02-27,3.5527782440185547,3.5527782440185547,3.5527782440185547,3.5527782440185547,20000
1997-02-28,3.5527782440185547,3.5527782440185547,3.5527782440185547,3.5527782440185547,379000
1997-03-03,3.5527782440185547,3.5527782440185547,3.5527782440185547,3.5527782440185547,440000
1997-03-04,3.5726547241210938,3.5726547241210938,3.5726547241210938,3.5726547241210938,7256900
1997-03-05,3.5726547241210938,3.5726547241210938,3.5726547241210938,3.5726547241210938,0
1997-03-06,3.5726547241210938,3.5726547241210938,3.5726547241210938,3.5726547241210938,54000
1997-03-07,3.5776236057281494,3.5776236057281494,3.5776236057281494,3.5776236057281494,5993400
1997-03-10,3.602468729019165,3.602468729019165,3.602468729019165,3.602468729019165,663100
1997-03-11,3.602468729019165,3.602468729019165,3.602468729019165,3.602468729019165,25545000
1997-03-12,3.6273128986358643,3.6273128986358643,3.6273128986358643,3.6273128986358643,666000
1997-03-13,3.6273128986358643,3.6273128986358643,3.6273128986358643,3.6273128986358643,127000
1997-03-14,3.6273128986358643,3.6273128986358643,3.6273128986358643,3.6273128986358643,1019500
1997-03-17,3.6273128986358643,3.6273128986358643,3.6273128986358643,3.6273128986358643,273000
1997-03-18,3.642219305038452,3.642219305038452,3.642219305038452,3.642219305038452,1210000
1997-03-19,3.642219305038452,3.642219305038452,3.642219305038452,3.642219305038452,29126300
1997-03-20,3.6223437786102295,3.6223437786102295,3.6223437786102295,3.6223437786102295,34093000
1997-03-21,3.6223437786102295,3.6223437786102295,3.6223437786102295,3.6223437786102295,360000
1997-03-24,3.617375612258911,3.617375612258911,3.617375612258911,3.617375612258911,514100
1997-03-25,3.617375612258911,3.617375612258911,3.617375612258911,3.617375612258911,454500
1997-03-26,3.617375612258911,3.617375612258911,3.617375612258911,3.617375612258911,175000
1997-03-27,3.617375612258911,3.617375612258911,3.617375612258911,3.617375612258911,82000000
1997-03-28,3.617375612258911,3.617375612258911,3.617375612258911,3.617375612258911,0
1997-03-31,3.617375612258911,3.617375612258911,3.617375612258911,3.617375612258911,0
1997-04-01,3.592529773712158,3.592529773712158,3.592529773712158,3.592529773712158,1401000
1997-04-02,3.6074366569519043,3.6074366569519043,3.6074366569519043,3.6074366569519043,2500000
1997-04-03,3.612406015396118,3.612406015396118,3.612406015396118,3.612406015396118,320700
1997-04-04,3.617375612258911,3.617375612258911,3.617375612258911,3.617375612258911,1290700
1997-04-07,3.617375612258911,3.617375612258911,3.617375612258911,3.617375612258911,302400
1997-04-08,3.6273128986358643,3.6273128986358643,3.6273128986358643,3.6273128986358643,48423600
1997-04-09,3.4136486053466797,3.4136486053466797,3.4136486053466797,3.4136486053466797,36531100
1997-04-10,3.4136486053466797,3.4136486053466797,3.4136486053466797,3.4136486053466797,30725800
1997-04-11,3.4037110805511475,3.4037110805511475,3.4037110805511475,3.4037110805511475,26456100
1997-04-14,3.4037110805511475,3.4037110805511475,3.4037110805511475,3.4037110805511475,120000
1997-04-15,3.4136486053466797,3.4136486053466797,3.4136486053466797,3.4136486053466797,0
1997-04-16,3.4235870838165283,3.4235870838165283,3.4235870838165283,3.4235870838165283,812900
1997-04-17,3.453399658203125,3.453399658203125,3.453399658203125,3.453399658203125,986000
1997-04-18,3.4732749462127686,3.4732749462127686,3.4732749462127686,3.4732749462127686,17444500
1997-04-21,3.4732749462127686,3.4732749462127686,3.4732749462127686,3.4732749462127686,1000000
1997-04-22,3.4732749462127686,3.4732749462127686,3.4732749462127686,3.4732749462127686,27660000
1997-04-23,3.493152379989624,3.493152379989624,3.493152379989624,3.493152379989624,2100000
1997-04-24,3.493152379989624,3.493152379989624,3.493152379989624,3.493152379989624,8098700
1997-04-25,3.4832139015197754,3.4832139015197754,3.4832139015197754,3.4832139015197754,120000
1997-04-28,3.453399658203125,3.453399658203125,3.453399658203125,3.453399658203125,3050000
1997-04-29,3.453399658203125,3.453399658203125,3.453399658203125,3.453399658203125,10284700
1997-04-30,3.453399658203125,3.453399658203125,3.453399658203125,3.453399658203125,10300000
1997-05-01,3.4235870838165283,3.4235870838165283,3.4235870838165283,3.4235870838165283,10350000
1997-05-02,3.4136486053466797,3.4136486053466797,3.4136486053466797,3.4136486053466797,1552000
1997-05-05,3.4136486053466797,3.4136486053466797,3.4136486053466797,3.4136486053466797,0
1997-05-06,3.4037110805511475,3.4037110805511475,3.4037110805511475,3.4037110805511475,7064400
1997-05-07,3.4037110805511475,3.4037110805511475,3.4037110805511475,3.4037110805511475,695000
1997-05-08,3.393772840499878,3.393772840499878,3.393772840499878,3.393772840499878,900000
1997-05-09,3.4037110805511475,3.4037110805511475,3.4037110805511475,3.4037110805511475,28782200
1997-05-12,3.4235870838165283,3.4235870838165283,3.4235870838165283,3.4235870838165283,432600
1997-05-13,3.4235870838165283,3.4235870838165283,3.4235870838165283,3.4235870838165283,444900
1997-05-14,3.4335243701934814,3.4335243701934814,3.4335243701934814,3.4335243701934814,6630000
1997-05-15,3.4335243701934814,3.4335243701934814,3.4335243701934814,3.4335243701934814,84300
1997-05-16,3.4335243701934814,3.4335243701934814,3.4335243701934814,3.4335243701934814,11787500
1997-05-19,3.4335243701934814,3.4335243701934814,3.4335243701934814,3.4335243701934814,271500
1997-05-20,3.4235870838165283,3.4235870838165283,3.4235870838165283,3.4235870838165283,26700
1997-05-21,3.4235870838165283,3.4235870838165283,3.4235870838165283,3.4235870838165283,2870000
1997-05-22,3.4037110805511475,3.4037110805511475,3.4037110805511475,3.4037110805511475,925100
1997-05-23,3.4037110805511475,3.4037110805511475,3.4037110805511475,3.4037110805511475,814100
1997-05-26,3.4037110805511475,3.4037110805511475,3.4037110805511475,3.4037110805511475,0
1997-05-27,3.4037110805511475,3.4037110805511475,3.4037110805511475,3.4037110805511475,650000
1997-05-28,3.4037110805511475,3.4037110805511475,3.4037110805511475,3.4037110805511475,380800
1997-05-29,3.3838346004486084,3.3838346004486084,3.3838346004486084,3.3838346004486084,10841000
1997-05-30,3.279487133026123,3.279487133026123,3.279487133026123,3.279487133026123,2281000
1997-06-02,2.69315505027771,2.69315505027771,2.69315505027771,2.69315505027771,75057100
1997-06-03,2.4844601154327393,2.4844601154327393,2.4844601154327393,2.4844601154327393,7364000
1997-06-04,2.5093064308166504,2.5093064308166504,2.5093064308166504,2.5093064308166504,12251500
1997-06-05,2.499368190765381,2.499368190765381,2.499368190765381,2.499368190765381,21303700
1997-06-06,2.4844601154327393,2.4844601154327393,2.4844601154327393,2.4844601154327393,8494800
1997-06-09,2.430152654647827,2.430152654647827,2.430152654647827,2.430152654647827,962200
1997-06-10,2.420212984085083,2.420212984085083,2.420212984085083,2.420212984085083,228700
1997-06-11,2.3903956413269043,2.3903956413269043,2.3903956413269043,2.3903956413269043,499000
1997-06-12,2.3903956413269043,2.3903956413269043,2.3903956413269043,2.3903956413269043,1123000
1997-06-13,2.3754870891571045,2.3754870891571045,2.3754870891571045,2.3754870891571045,2699200
1997-06-16,2.3357291221618652,2.3357291221618652,2.3357291221618652,2.3357291221618652,1300000
1997-06-17,2.3108816146850586,2.3108816146850586,2.3108816146850586,2.3108816146850586,31086500
1997-06-18,2.2263970375061035,2.2263970375061035,2.2263970375061035,2.2263970375061035,85000
1997-06-19,2.2015483379364014,2.2015483379364014,2.2015483379364014,2.2015483379364014,695000
1997-06-20,2.067368984222412,2.067368984222412,2.067368984222412,2.067368984222412,25658000
1997-06-23,2.052460193634033,2.052460193634033,2.052460193634033,2.052460193634033,6943100
1997-06-24,2.047490119934082,2.047490119934082,2.047490119934082,2.047490119934082,10365900
1997-06-25,2.072338342666626,2.072338342666626,2.072338342666626,2.072338342666626,11905900
1997-06-26,2.072338342666626,2.072338342666626,2.072338342666626,2.072338342666626,30812500
1997-06-27,2.072338342666626,2.072338342666626,2.072338342666626,2.072338342666626,16771000
1997-06-30,2.072338342666626,2.072338342666626,2.072338342666626,2.072338342666626,1710000
1997-07-01,2.072338342666626,2.072338342666626,2.072338342666626,2.072338342666626,424200
1997-07-02,2.072338342666626,2.072338342666626,2.072338342666626,2.072338342666626,347100
1997-07-03,2.052460193634033,2.052460193634033,2.052460193634033,2.052460193634033,530000
1997-07-04,2.052460193634033,2.052460193634033,2.052460193634033,2.052460193634033,600000
1997-07-07,2.0375514030456543,2.0375514030456543,2.0375514030456543,2.0375514030456543,327000
1997-07-08,2.0375514030456543,2.0375514030456543,2.0375514030456543,2.0375514030456543,23052700
1997-07-09,2.0375514030456543,2.0375514030456543,2.0375514030456543,2.0375514030456543,1250000
1997-07-10,2.0425209999084473,2.0425209999084473,2.0425209999084473,2.0425209999084473,2861900
1997-07-11,2.0425209999084473,2.0425209999084473,2.0425209999084473,2.0425209999084473,100000
1997-07-14,2.0425209999084473,2.0425209999084473,2.0425209999084473,2.0425209999084473,4979600
1997-07-15,2.0425209999084473,2.0425209999084473,2.0425209999084473,2.0425209999084473,995000
1997-07-16,2.0375514030456543,2.0375514030456543,2.0375514030456543,2.0375514030456543,15004800
1997-07-17,2.0176727771759033,2.0176727771759033,2.0176727771759033,2.0176727771759033,25092600
1997-07-18,1.9878549575805664,1.9878549575805664,1.9878549575805664,1.9878549575805664,1700200
1997-07-21,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,2500000
1997-07-22,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,300000
1997-07-23,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,230000
1997-07-24,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,400000
1997-07-25,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,323200
1997-07-28,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,200000
1997-07-29,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,0
1997-07-30,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,250000
1997-07-31,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,20000
1997-08-01,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,255000
1997-08-04,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,100000
1997-08-05,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,593500
1997-08-06,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,560000
1997-08-07,1.9530670642852783,1.9530670642852783,1.9530670642852783,1.9530670642852783,252600
1997-08-08,1.938158392906189,1.938158392906189,1.938158392906189,1.938158392906189,10991800
1997-08-11,1.8735533952713013,1.8735533952713013,1.8735533952713013,1.8735533952713013,7661400
1997-08-12,1.8735533952713013,1.8735533952713013,1.8735533952713013,1.8735533952713013,2600000
1997-08-13,1.8735533952713013,1.8735533952713013,1.8735533952713013,1.8735533952713013,0
1997-08-14,1.8735533952713013,1.8735533952713013,1.8735533952713013,1.8735533952713013,105200
1997-08-15,1.8735533952713013,1.8735533952713013,1.8735533952713013,1.8735533952713013,39500000
1997-08-18,1.8536745309829712,1.8536745309829712,1.8536745309829712,1.8536745309829712,35100
1997-08-19,1.8536745309829712,1.8536745309829712,1.8536745309829712,1.8536745309829712,0
1997-08-20,1.813917636871338,1.813917636871338,1.813917636871338,1.813917636871338,21497000
1997-08-21,1.813917636871338,1.813917636871338,1.813917636871338,1.813917636871338,0
1997-08-22,1.7940388917922974,1.7940388917922974,1.7940388917922974,1.7940388917922974,554000
1997-08-25,1.7940388917922974,1.7940388917922974,1.7940388917922974,1.7940388917922974,0
1997-08-26,1.7940388917922974,1.7940388917922974,1.7940388917922974,1.7940388917922974,206600
1997-08-27,1.7890691757202148,1.7890691757202148,1.7890691757202148,1.7890691757202148,19075100
1997-08-28,1.7443424463272095,1.7443424463272095,1.7443424463272095,1.7443424463272095,37586600
1997-08-29,1.7443424463272095,1.7443424463272095,1.7443424463272095,1.7443424463272095,250000
1997-09-01,1.7791301012039185,1.7791301012039185,1.7791301012039185,1.7791301012039185,540600
1997-09-02,1.7741605043411255,1.7741605043411255,1.7741605043411255,1.7741605043411255,2150000
1997-09-03,1.7741605043411255,1.7741605043411255,1.7741605043411255,1.7741605043411255,86200
1997-09-04,1.7741605043411255,1.7741605043411255,1.7741605043411255,1.7741605043411255,1329700
1997-09-05,1.7741605043411255,1.7741605043411255,1.7741605043411255,1.7741605043411255,582100
1997-09-08,1.7741605043411255,1.7741605043411255,1.7741605043411255,1.7741605043411255,46550000
1997-09-09,1.799008846282959,1.799008846282959,1.799008846282959,1.799008846282959,2800000
1997-09-10,1.7890691757202148,1.7890691757202148,1.7890691757202148,1.7890691757202148,500000
1997-09-11,1.7890691757202148,1.7890691757202148,1.7890691757202148,1.7890691757202148,1000000
1997-09-12,1.7890691757202148,1.7890691757202148,1.7890691757202148,1.7890691757202148,1000000
1997-09-15,1.7890691757202148,1.7890691757202148,1.7890691757202148,1.7890691757202148,310000
1997-09-16,1.7890691757202148,1.7890691757202148,1.7890691757202148,1.7890691757202148,3000000
1997-09-17,1.7741605043411255,1.7741605043411255,1.7741605043411255,1.7741605043411255,0
1997-09-18,1.7443424463272095,1.7443424463272095,1.7443424463272095,1.7443424463272095,0
1997-09-19,1.7145246267318726,1.7145246267318726,1.7145246267318726,1.7145246267318726,73200
1997-09-22,1.6946463584899902,1.6946463584899902,1.6946463584899902,1.6946463584899902,2318100
1997-09-23,1.6946463584899902,1.6946463584899902,1.6946463584899902,1.6946463584899902,2591600
1997-09-24,1.6847071647644043,1.6847071647644043,1.6847071647644043,1.6847071647644043,2191100
1997-09-25,1.6847071647644043,1.6847071647644043,1.6847071647644043,1.6847071647644043,550000
1997-09-26,1.6648281812667847,1.6648281812667847,1.6648281812667847,1.6648281812667847,100000
1997-09-29,1.6648281812667847,1.6648281812667847,1.6648281812667847,1.6648281812667847,1247900
1997-09-30,1.6648281812667847,1.6648281812667847,1.6648281812667847,1.6648281812667847,100000
1997-10-01,1.6449495553970337,1.6449495553970337,1.6449495553970337,1.6449495553970337,122400
1997-10-02,1.6449495553970337,1.6449495553970337,1.6449495553970337,1.6449495553970337,200
1997-10-03,1.6449495553970337,1.6449495553970337,1.6449495553970337,1.6449495553970337,550000
1997-10-06,1.6449495553970337,1.6449495553970337,1.6449495553970337,1.6449495553970337,1050000
1997-10-07,1.65488862991333,1.65488862991333,1.65488862991333,1.65488862991333,2220000
1997-10-08,1.65488862991333,1.65488862991333,1.65488862991333,1.65488862991333,1560000
1997-10-09,1.65488862991333,1.65488862991333,1.65488862991333,1.65488862991333,136961800
1997-10-10,1.65488862991333,1.65488862991333,1.65488862991333,1.65488862991333,100000
1997-10-13,1.65488862991333,1.65488862991333,1.65488862991333,1.65488862991333,336000
1997-10-14,1.65488862991333,1.65488862991333,1.65488862991333,1.65488862991333,169400
1997-10-15,1.639979600906372,1.639979600906372,1.639979600906372,1.639979600906372,2822800
1997-10-16,1.6449495553970337,1.6449495553970337,1.6449495553970337,1.6449495553970337,2700000
1997-10-17,1.6250706911087036,1.6250706911087036,1.6250706911087036,1.6250706911087036,3214900
1997-10-20,1.615132451057434,1.615132451057434,1.615132451057434,1.615132451057434,0
1997-10-21,1.6250706911087036,1.6250706911087036,1.6250706911087036,1.6250706911087036,3469000
1997-10-22,1.6250706911087036,1.6250706911087036,1.6250706911087036,1.6250706911087036,0
1997-10-23,1.615132451057434,1.615132451057434,1.615132451057434,1.615132451057434,530000
1997-10-24,1.6250706911087036,1.6250706911087036,1.6250706911087036,1.6250706911087036,675000
1997-10-27,1.615132451057434,1.615132451057434,1.615132451057434,1.615132451057434,760000
1997-10-28,1.5256783962249756,1.5256783962249756,1.5256783962249756,1.5256783962249756,106400
1997-10-29,1.5753751993179321,1.5753751993179321,1.5753751993179321,1.5753751993179321,4355000
1997-10-30,1.5654358863830566,1.5654358863830566,1.5654358863830566,1.5654358863830566,1826800
1997-10-31,1.5654358863830566,1.5654358863830566,1.5654358863830566,1.5654358863830566,200000
1997-11-03,1.5654358863830566,1.5654358863830566,1.5654358863830566,1.5654358863830566,1420000
1997-11-04,1.5654358863830566,1.5654358863830566,1.5654358863830566,1.5654358863830566,360000
1997-11-05,1.5654358863830566,1.5654358863830566,1.5654358863830566,1.5654358863830566,150000
1997-11-06,1.5654358863830566,1.5654358863830566,1.5654358863830566,1.5654358863830566,0
1997-11-07,1.5654358863830566,1.5654358863830566,1.5654358863830566,1.5654358863830566,350000
1997-11-10,1.5654358863830566,1.5654358863830566,1.5654358863830566,1.5654358863830566,0
1997-11-11,1.5654358863830566,1.5654358863830566,1.5654358863830566,1.5654358863830566,916200
1997-11-12,1.5654358863830566,1.5654358863830566,1.5654358863830566,1.5654358863830566,330000
1997-11-13,1.5654358863830566,1.5654358863830566,1.5654358863830566,1.5654358863830566,0
1997-11-14,1.5753751993179321,1.5753751993179321,1.5753751993179321,1.5753751993179321,0
1997-11-17,1.6002227067947388,1.6002227067947388,1.6002227067947388,1.6002227067947388,10268500
1997-11-18,1.5902835130691528,1.5902835130691528,1.5902835130691528,1.5902835130691528,4300000
1997-11-19,1.5902835130691528,1.5902835130691528,1.5902835130691528,1.5902835130691528,600000
1997-11-20,1.5902835130691528,1.5902835130691528,1.5902835130691528,1.5902835130691528,870000
1997-11-21,1.5902835130691528,1.5902835130691528,1.5902835130691528,1.5902835130691528,795600
1997-11-24,1.5753751993179321,1.5753751993179321,1.5753751993179321,1.5753751993179321,315500
1997-11-25,1.5753751993179321,1.5753751993179321,1.5753751993179321,1.5753751993179321,7115000
1997-11-26,1.5753751993179321,1.5753751993179321,1.5753751993179321,1.5753751993179321,500000
1997-11-27,1.5753751993179321,1.5753751993179321,1.5753751993179321,1.5753751993179321,500000
1997-11-28,1.5753751993179321,1.5753751993179321,1.5753751993179321,1.5753751993179321,95100
1997-12-01,1.585314154624939,1.585314154624939,1.585314154624939,1.585314154624939,2660000
1997-12-02,1.585314154624939,1.585314154624939,1.585314154624939,1.585314154624939,0
1997-12-03,1.585314154624939,1.585314154624939,1.585314154624939,1.585314154624939,2000000
1997-12-04,1.585314154624939,1.585314154624939,1.585314154624939,1.585314154624939,200000
1997-12-05,1.585314154624939,1.585314154624939,1.585314154624939,1.585314154624939,0
1997-12-08,1.585314154624939,1.585314154624939,1.585314154624939,1.585314154624939,1200000
1997-12-09,1.585314154624939,1.585314154624939,1.585314154624939,1.585314154624939,1017000
1997-12-10,1.585314154624939,1.585314154624939,1.585314154624939,1.585314154624939,214400
1997-12-11,1.585314154624939,1.585314154624939,1.585314154624939,1.585314154624939,251400
1997-12-12,1.585314154624939,1.585314154624939,1.585314154624939,1.585314154624939,0
1997-12-15,1.6051933765411377,1.6051933765411377,1.6051933765411377,1.6051933765411377,5561700
1997-12-16,1.6002227067947388,1.6002227067947388,1.6002227067947388,1.6002227067947388,880000
1997-12-17,1.5753751993179321,1.5753751993179321,1.5753751993179321,1.5753751993179321,2670000
1997-12-18,1.55052649974823,1.55052649974823,1.55052649974823,1.55052649974823,4515400
1997-12-19,1.5405874252319336,1.5405874252319336,1.5405874252319336,1.5405874252319336,315000
1997-12-22,1.5157392024993896,1.5157392024993896,1.5157392024993896,1.5157392024993896,363900
1997-12-23,1.4958604574203491,1.4958604574203491,1.4958604574203491,1.4958604574203491,12990000
1997-12-24,1.4958604574203491,1.4958604574203491,1.4958604574203491,1.4958604574203491,67000
1997-12-25,1.4958604574203491,1.4958604574203491,1.4958604574203491,1.4958604574203491,0
1997-12-26,1.4958604574203491,1.4958604574203491,1.4958604574203491,1.4958604574203491,0
1997-12-29,1.4809521436691284,1.4809521436691284,1.4809521436691284,1.4809521436691284,1061600
1997-12-30,1.4660427570343018,1.4660427570343018,1.4660427570343018,1.4660427570343018,15000
