Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2008-03-19 00:00:00-04:00,13.178717216559216,15.282882150295562,12.182007511105157,12.514244079589844,708486000,0.0,0.0
2008-03-20 00:00:00-04:00,12.935075955525594,14.39691635515775,12.735733698793394,14.252946853637695,198985200,0.0,0.0
2008-03-24 00:00:00-04:00,14.893059559756555,14.994945252500994,13.067973556541345,13.22966194152832,149566400,0.0,0.0
2008-03-25 00:00:00-04:00,13.417929948013315,14.230801800965322,13.249596255110497,14.009310722351074,87092000,0.0,0.0
2008-03-26 00:00:00-04:00,13.894134839053992,14.281745059804773,13.637205229443934,14.166568756103516,43111600,0.0,0.0
2008-03-27 00:00:00-04:00,14.186504371269736,14.33933206760642,13.876416520834884,13.934003829956055,39829600,0.0,0.0
2008-03-28 00:00:00-04:00,14.03588845433957,14.051392761187463,13.767884470344457,13.900778770446777,24675200,0.0,0.0
2008-03-31 00:00:00-04:00,13.865339806887194,14.060252173297004,13.74351989472656,13.812182426452637,22157200,0.0,0.0
2008-04-01 00:00:00-04:00,13.967226974087755,14.104551198901271,13.358126540496427,13.646064758300781,60410800,0.0,0.0
2008-04-02 00:00:00-04:00,13.670431327495324,13.803325653076172,13.400211907903218,13.803325653076172,43836400,0.0,0.0
2008-04-03 00:00:00-04:00,13.721368866929636,14.682639928153167,13.69257479773293,14.507661819458008,100868000,0.0,0.0
2008-04-04 00:00:00-04:00,14.374772720709554,14.46779857710026,14.120057617869584,14.281746864318848,36394400,0.0,0.0
2008-04-07 00:00:00-04:00,14.41906971697502,14.574114494912425,14.179858932621029,14.405780792236328,28301600,0.0,0.0
2008-04-08 00:00:00-04:00,14.374772922557515,15.114552395447154,14.354837844569303,15.081328392028809,53925600,0.0,0.0
2008-04-09 00:00:00-04:00,15.15884718829814,15.220864408591273,14.532027144913576,14.571895599365234,48324400,0.0,0.0
2008-04-10 00:00:00-04:00,14.65384503922364,14.780094838770472,14.421278818554233,14.642769813537598,22372000,0.0,0.0
2008-04-11 00:00:00-04:00,14.45228742266453,14.788952991508681,14.45228742266453,14.642769813537598,26421600,0.0,0.0
2008-04-14 00:00:00-04:00,14.7734589861367,14.893064409570377,14.514314746952081,14.547538757324219,28443600,0.0,0.0
2008-04-15 00:00:00-04:00,14.682639974833505,14.740228113410003,14.17542533430917,14.252946853637695,23888000,0.0,0.0
2008-04-16 00:00:00-04:00,14.299466267923108,14.828829913292164,14.299466267923108,14.649422645568848,25136800,0.0,0.0
2008-04-17 00:00:00-04:00,14.675998794040517,15.006020015694656,14.620626026454929,14.848761558532715,22459600,0.0,0.0
2008-04-18 00:00:00-04:00,15.063610780600753,15.604047936906168,14.88420183340381,15.282886505126953,104099600,0.0,0.0
2008-04-21 00:00:00-04:00,15.389200835874785,16.05810314759551,15.249660375299724,15.719222068786621,58848000,0.0,0.0
2008-04-22 00:00:00-04:00,15.929643015767331,16.035959510719966,15.504380415643515,15.566397666931152,47357600,0.0,0.0
2008-04-23 00:00:00-04:00,15.714787015589923,15.880905278713886,15.435709550228163,15.522090911865234,37319600,0.0,0.0
2008-04-24 00:00:00-04:00,15.770165733496826,16.1666350075264,15.513236934758114,16.01380729675293,38086800,0.0,0.0
2008-04-25 00:00:00-04:00,16.833320177453015,16.85103986741257,16.370404683697526,16.63397789001465,101460000,0.0,0.0
2008-04-28 00:00:00-04:00,16.944063462280496,17.11904157532566,16.589678159207818,16.751365661621094,132517200,0.0,0.0
2008-04-29 00:00:00-04:00,16.423562152715544,17.914196014404297,15.725864987822494,17.914196014404297,197308400,0.0,0.0
2008-04-30 00:00:00-04:00,18.02937141893262,18.784655004417036,17.956278968447577,18.483427047729492,147543600,0.0,0.0
2008-05-01 00:00:00-04:00,18.691633937705795,19.411480018247364,18.583103771026337,18.915340423583984,116395600,0.0,0.0
2008-05-02 00:00:00-04:00,19.333953969848828,19.38046688759795,17.9407750616621,18.328384399414062,136648800,0.0,0.0
2008-05-05 00:00:00-04:00,18.350535587547157,18.937487285836987,17.900908966807986,18.840030670166016,70377200,0.0,0.0
2008-05-06 00:00:00-04:00,18.93084622123473,19.52444248805982,18.771372345096182,19.387117385864258,75913200,0.0,0.0
2008-05-07 00:00:00-04:00,19.675049770977626,19.898754507899785,19.415905656022716,19.601957321166992,100464800,0.0,0.0
2008-05-08 00:00:00-04:00,19.82345180757217,19.878824577984382,19.034944097651973,19.336172103881836,92836400,0.0,0.0
2008-05-09 00:00:00-04:00,19.00614680425607,19.196629245896165,18.277441033766422,18.35274887084961,94312000,0.0,0.0
2008-05-12 00:00:00-04:00,18.5277250413327,18.711563002230125,17.298449145985423,18.14011573791504,147471600,0.0,0.0
2008-05-13 00:00:00-04:00,18.12461039743915,18.494499991711205,17.894259536078668,18.246429443359375,53249600,0.0,0.0
2008-05-14 00:00:00-04:00,18.450204499893687,18.68276908040778,18.040444719756508,18.21320915222168,51400400,0.0,0.0
2008-05-15 00:00:00-04:00,18.27966671953994,18.36826352904587,17.965149651145307,18.217649459838867,36688800,0.0,0.0
2008-05-16 00:00:00-04:00,18.31952688916367,18.350535504947977,17.99836550146496,18.244220733642578,34066800,0.0,0.0
2008-05-19 00:00:00-04:00,18.22207309063996,18.769156409153933,18.1954952386267,18.454639434814453,45473200,0.0,0.0
2008-05-20 00:00:00-04:00,18.357186223398532,18.5698175283209,18.142341223624832,18.3261775970459,40702000,0.0,0.0
2008-05-21 00:00:00-04:00,18.312875932293803,18.478994182155017,17.834454561569245,17.907546997070312,41831600,0.0,0.0
2008-05-22 00:00:00-04:00,17.845531508587356,17.852175968847867,16.868756983917553,17.123470306396484,85283600,0.0,0.0
2008-05-23 00:00:00-04:00,16.797881976391487,17.123474120416756,16.63840982509185,16.910842895507812,42196400,0.0,0.0
2008-05-27 00:00:00-04:00,17.037100297506534,17.484513404767927,16.470083446162636,17.440214157104492,62776400,0.0,0.0
2008-05-28 00:00:00-04:00,17.783522311867365,18.15119669409155,17.619619355446616,18.14455223083496,52996000,0.0,0.0
2008-05-29 00:00:00-04:00,18.47899511591528,19.258642731129623,18.385969296854455,18.882108688354492,100613200,0.0,0.0
2008-05-30 00:00:00-04:00,19.052656196629872,19.393752559464975,19.00614328667631,19.12796401977539,72016000,0.0,0.0
2008-06-02 00:00:00-04:00,19.094744575932303,19.258647491434825,18.738143824879803,19.063735961914062,36856000,0.0,0.0
2008-06-03 00:00:00-04:00,19.271939691512486,19.480140161374113,19.054877685667073,19.39375877380371,48411600,0.0,0.0
2008-06-04 00:00:00-04:00,19.28745093833924,19.513371181756117,18.888766167787722,18.93306541442871,40684400,0.0,0.0
2008-06-05 00:00:00-04:00,19.150124594317038,19.322887420654297,18.957426685794438,19.322887420654297,27059600,0.0,0.0
2008-06-06 00:00:00-04:00,19.026076125900627,19.046009503611263,18.50557264429233,18.527721405029297,41748000,0.0,0.0
2008-06-09 00:00:00-04:00,18.605254808218344,18.815670704516865,17.843324784846246,18.193281173706055,45240000,0.0,0.0
2008-06-10 00:00:00-04:00,17.78573491422127,18.354966938687205,17.63290552385242,17.787948608398438,36048400,0.0,0.0
2008-06-11 00:00:00-04:00,17.94077505680582,17.94077505680582,17.187705148551622,17.218713760375977,56996400,0.0,0.0
2008-06-12 00:00:00-04:00,17.486725969206024,17.889839802741623,17.39813085929408,17.621835708618164,44605600,0.0,0.0
2008-06-13 00:00:00-04:00,17.776881101624394,18.12019138816843,17.75251693866304,18.05817413330078,30689200,0.0,0.0
2008-06-16 00:00:00-04:00,18.047097739096024,18.494509071301906,17.962930029487463,18.443565368652344,34384000,0.0,0.0
2008-06-17 00:00:00-04:00,18.627393230308545,18.822306396707525,18.534367413532088,18.753643035888672,33277600,0.0,0.0
2008-06-18 00:00:00-04:00,18.543236831277504,18.760297182500995,18.481219588070793,18.57424545288086,33724000,0.0,0.0
2008-06-19 00:00:00-04:00,18.490072170310818,18.693843515019797,18.078098713922998,18.665048599243164,36925200,0.0,0.0
2008-06-20 00:00:00-04:00,18.37711545360038,18.715996540708165,18.328387144894684,18.510009765625,42546800,0.0,0.0
2008-06-23 00:00:00-04:00,18.57202362864663,18.68276915021261,17.945203571020958,17.954063415527344,30141200,0.0,0.0
2008-06-24 00:00:00-04:00,17.73256708451715,18.37046218001516,17.389257083943697,18.30844497680664,49891200,0.0,0.0
2008-06-25 00:00:00-04:00,18.46349524218489,18.69827522942727,18.131258645969723,18.175556182861328,50711600,0.0,0.0
2008-06-26 00:00:00-04:00,17.852181784652473,17.883190402531625,17.280734358291628,17.51994514465332,76562800,0.0,0.0
2008-06-27 00:00:00-04:00,17.453500780818334,18.354969563819356,17.398128001297774,18.295166015625,176022800,0.0,0.0
2008-06-30 00:00:00-04:00,18.164480393285118,18.348316669469483,17.785730923301667,18.009435653686523,49301200,0.0,0.0
2008-07-01 00:00:00-04:00,17.639551218760595,18.031591415405273,17.54209459318239,18.031591415405273,44921600,0.0,0.0
2008-07-02 00:00:00-04:00,18.140116940807125,18.25086246341298,17.564240561225205,17.590818405151367,33804000,0.0,0.0
2008-07-03 00:00:00-04:00,17.577534725701412,17.677205049836402,17.110188345730894,17.291810989379883,28738800,0.0,0.0
2008-07-07 00:00:00-04:00,17.387036827314077,17.705984285659973,16.390327709824735,16.749143600463867,79944400,0.0,0.0
2008-07-08 00:00:00-04:00,16.587466238684573,17.608540215286737,16.00272994408134,17.511083602905273,95796400,0.0,0.0
2008-07-09 00:00:00-04:00,17.497797662269935,17.51994643526622,16.700430005502195,16.80453109741211,55322000,0.0,0.0
2008-07-10 00:00:00-04:00,16.780162522483398,17.19213601315852,16.36597364813897,17.110183715820312,52812000,0.0,0.0
2008-07-11 00:00:00-04:00,16.74472588293406,17.154484056984924,16.390340480777713,16.512161254882812,54645200,0.0,0.0
2008-07-14 00:00:00-04:00,16.853263294845227,16.873198380023855,16.058110759401195,16.075830459594727,42679600,0.0,0.0
2008-07-15 00:00:00-04:00,15.783451497225396,15.794525034978673,14.904131825144791,15.15441608428955,84268800,0.0,0.0
2008-07-16 00:00:00-04:00,15.134481442245045,16.0713874882525,14.73136786302529,15.998296737670898,92448800,0.0,0.0
2008-07-17 00:00:00-04:00,16.32389590022695,16.625123977661133,15.803392073283986,16.625123977661133,67268800,0.0,0.0
2008-07-18 00:00:00-04:00,16.44349220538004,16.49886495820377,15.973932342933857,16.2574405670166,46632000,0.0,0.0
2008-07-21 00:00:00-04:00,16.370406590916048,16.59854213373542,15.852116583193414,15.925209045410156,52937200,0.0,0.0
