Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2008-07-22 00:00:00-04:00,15.41578215351436,16.441287156502028,15.039247912274613,16.401418685913086,65408000,0.0,0.0
2008-07-23 00:00:00-04:00,16.2795968690423,16.611833539839083,16.080254528595614,16.224224090576172,49942800,0.0,0.0
2008-07-24 00:00:00-04:00,16.151124590436975,16.33053346370366,15.495511381422153,15.522090911865234,36625600,0.0,0.0
2008-07-25 00:00:00-04:00,15.623976883190771,16.024875091966887,15.29838481071502,15.938493728637695,38690800,0.0,0.0
2008-07-28 00:00:00-04:00,16.03816943939082,16.30174266769915,15.559747909621688,15.626195907592773,35699200,0.0,0.0
2008-07-29 00:00:00-04:00,15.73251086565875,16.826677322387695,15.728081787667401,16.826677322387695,49040400,0.0,0.0
2008-07-30 00:00:00-04:00,17.110178520788228,17.475638982501643,16.450134644675842,17.375967025756836,76089200,0.0,0.0
2008-07-31 00:00:00-04:00,16.882047116592265,17.309524885749855,15.834393767674413,16.1821346282959,148888800,0.0,0.0
2008-08-01 00:00:00-04:00,16.235298956744238,16.412490829941348,15.58189917164631,15.887557983398438,61715600,0.0,0.0
2008-08-04 00:00:00-04:00,15.89420440845043,16.301747287974234,15.836616239876582,16.058107376098633,42686000,0.0,0.0
2008-08-05 00:00:00-04:00,16.213143890000687,16.44128108683069,16.01823237787919,16.301740646362305,34354800,0.0,0.0
2008-08-06 00:00:00-04:00,16.124563664175383,16.126777359985994,15.741383058423482,15.832195281982422,40924000,0.0,0.0
2008-08-07 00:00:00-04:00,15.677132511772331,15.781233550833283,15.358184935048092,15.393624305725098,43847200,0.0,0.0
2008-08-08 00:00:00-04:00,15.453427880434452,16.135620634596492,15.307244684452527,16.08024787902832,36354400,0.0,0.0
2008-08-11 00:00:00-04:00,16.0448097880367,16.944062774951227,15.936277973183854,16.5653133392334,55289200,0.0,0.0
2008-08-12 00:00:00-04:00,16.434637942295716,16.56753394606948,16.08025254186574,16.12455177307129,33734400,0.0,0.0
2008-08-13 00:00:00-04:00,16.136742539049692,16.451713602392545,16.076854342272092,16.398479461669922,29924800,0.02625,0.0
2008-08-14 00:00:00-04:00,16.38517974595884,16.811056474541154,16.325289826208515,16.808837890625,25839200,0.0,0.0
2008-08-15 00:00:00-04:00,16.855423397960816,16.975201583542784,16.59812342663544,16.81106185913086,26003200,0.0,0.0
2008-08-18 00:00:00-04:00,16.773346252852146,16.9130865554985,16.44506527084236,16.622514724731445,25850400,0.0,0.0
2008-08-19 00:00:00-04:00,16.51382599351179,16.68905686239689,16.32750559152767,16.356340408325195,21104800,0.0,0.0
2008-08-20 00:00:00-04:00,16.436201473813377,16.571506374452326,16.338605744709778,16.54045295715332,18118800,0.0,0.0
2008-08-21 00:00:00-04:00,16.405146034002325,16.555977624695473,16.234352259914136,16.498306274414062,15544800,0.0,0.0
2008-08-22 00:00:00-04:00,16.715676120984348,16.81105491311583,16.37852247295904,16.433975219726562,20955600,0.0,0.0
2008-08-25 00:00:00-04:00,16.307537469744652,16.61141902773771,16.221031349637677,16.26317596435547,18039600,0.0,0.0
2008-08-26 00:00:00-04:00,16.340812384739603,16.480554367193577,16.16336463897599,16.267614364624023,18667200,0.0,0.0
2008-08-27 00:00:00-04:00,16.198866418497254,16.52492904765272,16.158940347737715,16.513837814331055,19141600,0.0,0.0
2008-08-28 00:00:00-04:00,16.58036670031063,16.815485740082114,16.451715957223833,16.779996871948242,26741200,0.0,0.0
2008-08-29 00:00:00-04:00,16.62695017922499,16.857633792085434,16.56927885293903,16.835453033447266,19326400,0.0,0.0
2008-09-02 00:00:00-04:00,17.041733203307455,17.19034611193367,16.50051402289795,16.63360023498535,29898400,0.0,0.0
2008-09-03 00:00:00-04:00,16.538230103254797,16.711242438483648,15.985921104112576,16.203296661376953,35400800,0.0,0.0
2008-09-04 00:00:00-04:00,16.085734716582824,16.1101340646066,15.471318924680668,15.637677192687988,37670000,0.0,0.0
2008-09-05 00:00:00-04:00,15.520115296562949,15.965955861896603,15.360411112426503,15.917157173156738,40616800,0.0,0.0
2008-09-08 00:00:00-04:00,16.305326490064434,16.478338792998635,15.233978992930567,15.5489501953125,56669600,0.0,0.0
2008-09-09 00:00:00-04:00,15.604409676963582,15.604409676963582,14.901268935295429,14.970029830932617,49882000,0.0,0.0
2008-09-10 00:00:00-04:00,14.921229565833102,15.504593748589487,14.77927061992134,15.313836097717285,43936800,0.0,0.0
2008-09-11 00:00:00-04:00,14.952279347066236,15.828432063007629,14.872427256891724,15.737488746643066,47132000,0.0,0.0
2008-09-12 00:00:00-04:00,15.511247835441313,15.894981722305838,15.360416243624824,15.892763137817383,28240400,0.0,0.0
2008-09-15 00:00:00-04:00,15.229542550738017,15.744143951633706,15.14081782114563,15.38924503326416,38734400,0.0,0.0
2008-09-16 00:00:00-04:00,14.777051103051566,15.296088089547897,14.417716633126844,14.717161178588867,83596400,0.0,0.0
2008-09-17 00:00:00-04:00,14.59737931871175,15.07205465667536,14.198120590145662,14.215864181518555,67536800,0.0,0.0
2008-09-18 00:00:00-04:00,14.240261778244076,14.914567243992176,12.949323011562731,14.839152336120605,84189200,0.0,0.0
2008-09-19 00:00:00-04:00,15.750794267682641,15.784066244909518,14.870204624131008,15.43138599395752,68941600,0.0,0.0
2008-09-22 00:00:00-04:00,15.287214299503951,15.302741002407432,14.395534789948574,14.4576416015625,46266400,0.0,0.0
2008-09-23 00:00:00-04:00,14.606250170454757,14.965584505180674,14.220299605789785,14.839152336120605,43803600,0.0,0.0
2008-09-24 00:00:00-04:00,14.872432836954616,15.02104584687245,14.528625003470282,14.568551063537598,24532400,0.0,0.0
2008-09-25 00:00:00-04:00,14.584074907399108,14.743779116313984,14.315683769971981,14.328991889953613,23895200,0.0,0.0
2008-09-26 00:00:00-04:00,13.914200562142847,14.062814336181846,13.486105368022343,13.761151313781738,51171200,0.0,0.0
2008-09-29 00:00:00-04:00,13.375205349239463,13.415131403553112,12.397018710838985,12.820677757263184,78439200,0.0,0.0
2008-09-30 00:00:00-04:00,12.505704034280296,13.625849380778632,12.505704034280296,13.616976737976074,38720400,0.0,0.0
2008-10-01 00:00:00-04:00,13.475015374517588,13.774459822161324,13.133426304336481,13.59922981262207,27054000,0.0,0.0
2008-10-02 00:00:00-04:00,13.639160811023771,13.639160811023771,12.711990624063347,12.774097442626953,35216000,0.0,0.0
2008-10-03 00:00:00-04:00,13.102374989061005,13.346366737322217,12.490177034689328,12.607736587524414,58355600,0.0,0.0
2008-10-06 00:00:00-04:00,11.849139696493442,12.425848632985337,11.145999441365218,12.283889770507812,87360800,0.0,0.0
2008-10-07 00:00:00-04:00,12.421412391061125,12.519008898094212,11.228069320857399,11.345629692077637,75845600,0.0,0.0
2008-10-08 00:00:00-04:00,10.870956584134605,12.07317262714586,10.591475100384956,11.67391300201416,75210400,0.0,0.0
2008-10-09 00:00:00-04:00,11.931212505675857,12.40810559253617,10.95968020172892,11.057276725769043,42537600,0.0,0.0
2008-10-10 00:00:00-04:00,10.42511274264409,11.9666987323272,10.42511274264409,11.534167289733887,72541600,0.0,0.0
2008-10-13 00:00:00-04:00,12.197387806817694,13.086849584222614,11.886852054498044,13.058013916015625,49433200,0.0,0.0
2008-10-14 00:00:00-04:00,13.75227706501526,13.776676401642284,12.255053352291824,12.77852725982666,53142400,0.0,0.0
2008-10-15 00:00:00-04:00,12.314946678906285,12.421415856136148,10.76448743456118,11.035097122192383,76699200,0.0,0.0
2008-10-16 00:00:00-04:00,11.123823288342699,11.82918241845952,10.65580188826888,11.77151107788086,56062800,0.0,0.0
2008-10-17 00:00:00-04:00,11.42326454837258,12.215129615393677,11.42326454837258,11.582968711853027,35098400,0.0,0.0
2008-10-20 00:00:00-04:00,11.82474431813624,11.937867552040904,11.338977702892869,11.536389350891113,35965600,0.0,0.0
2008-10-21 00:00:00-04:00,11.389994783884818,11.771509983772454,11.154875659793742,11.245818138122559,28995600,0.0,0.0
2008-10-22 00:00:00-04:00,11.083895462721085,11.534171502535465,10.646927540801968,10.760050773620605,40243600,0.0,0.0
2008-10-23 00:00:00-04:00,10.815501558019776,10.9907324117286,10.145633233108969,10.717905044555664,47970000,0.0,0.0
2008-10-24 00:00:00-04:00,9.71532045178657,10.757832194502813,9.702012334932313,10.64249038696289,40798800,0.0,0.0
2008-10-27 00:00:00-04:00,10.427335328998025,10.91310198807504,10.300903119519809,10.334175109863281,41901600,0.0,0.0
2008-10-28 00:00:00-04:00,10.624748819982862,11.441013489177683,10.436208934233038,11.083897590637207,58436000,0.0,0.0
2008-10-29 00:00:00-04:00,11.179272496606833,11.869103857511481,10.981860035436071,11.243597030639648,55994400,0.0,0.0
2008-10-30 00:00:00-04:00,11.221416972732882,12.456904004262771,11.219199235341833,12.033245086669922,74913200,0.0,0.0
2008-10-31 00:00:00-04:00,11.953394051562988,12.439160658586596,11.755982406905188,12.277237892150879,40372800,0.0,0.0
2008-11-03 00:00:00-05:00,12.403673438626878,12.443599495088973,11.514211505536872,11.642862319946289,28425200,0.0,0.0
2008-11-04 00:00:00-05:00,12.062081110859726,13.408473667383468,11.95117562286837,13.266514778137207,73603600,0.0,0.0
2008-11-05 00:00:00-05:00,12.929362150385394,13.131210107139372,12.516793594656189,12.525666236877441,44992000,0.0,0.0
2008-11-06 00:00:00-05:00,12.208474199763415,12.421412496631696,11.25468733800037,11.429917335510254,52092800,0.0,0.0
2008-11-07 00:00:00-05:00,11.633986674398091,12.155242166010947,11.381122279449155,11.866888046264648,30906400,0.0,0.0
2008-11-10 00:00:00-05:00,12.266144608250254,12.266144608250254,11.356720107870316,11.531950950622559,26516800,0.0,0.0
2008-11-11 00:00:00-05:00,11.31014096683625,12.197384786764387,11.170399828277908,11.931211471557617,32392800,0.0,0.0
2008-11-12 00:00:00-05:00,11.656737845433426,12.367921247839188,11.374486898161907,11.501166343688965,42746000,0.02625,0.0
2008-11-13 00:00:00-05:00,11.530059596428394,12.130120680972722,11.087792104575618,12.099005699157715,38733600,0.0,0.0
2008-11-14 00:00:00-05:00,11.803425618872371,12.667958059571026,11.65674403314711,12.05456256866455,37410400,0.0,0.0
2008-11-17 00:00:00-05:00,11.803421718924744,12.052335662925048,11.481166582395879,11.725635528564453,29303200,0.0,0.0
2008-11-18 00:00:00-05:00,11.732306657849733,12.241247603516982,11.692302514220184,12.14345932006836,31482800,0.0,0.0
2008-11-19 00:00:00-05:00,12.001220510793715,12.410151021369666,11.387825168828149,11.463388442993164,34948000,0.0,0.0
2008-11-20 00:00:00-05:00,11.158911622225185,11.401158497204749,10.66775079931142,10.698864936828613,50990000,0.0,0.0
2008-11-21 00:00:00-05:00,11.023345229264951,11.023345229264951,9.676541857653248,10.307717323303223,84771200,0.0,0.0
2008-11-24 00:00:00-05:00,10.581074061900729,11.112238947966057,10.174365709462826,11.050010681152344,44853600,0.0,0.0
2008-11-25 00:00:00-05:00,11.19224746759282,11.32781692159783,10.88999442544327,11.007783889770508,44959600,0.0,0.0
2008-11-26 00:00:00-05:00,10.847766041786599,11.556726455688477,10.712196615024368,11.556726455688477,27670000,0.0,0.0
2008-11-28 00:00:00-05:00,11.492278092476882,11.721190806762882,11.372265700264409,11.68118667602539,10610000,0.0,0.0
2008-12-01 00:00:00-05:00,11.33448490749339,11.365599044141009,10.594409309532319,10.678862571716309,30951600,0.0,0.0
2008-12-02 00:00:00-05:00,10.821097828110158,11.05889967038397,10.563293922103194,11.041120529174805,26573200,0.0,0.0
2008-12-03 00:00:00-05:00,10.694421442057056,11.72341528658496,10.69219936669208,11.654519081115723,36399600,0.0,0.0
2008-12-04 00:00:00-05:00,11.541171219268401,11.72341186671879,11.161132857960629,11.292257308959961,30484400,0.0,0.0
2008-12-05 00:00:00-05:00,11.056679484302858,11.88343046276577,10.77887346710932,11.818979263305664,40991600,0.0,0.0
2008-12-08 00:00:00-05:00,12.090121149413168,12.816861121176586,11.99455578841981,12.481271743774414,53093600,0.0,0.0
2008-12-09 00:00:00-05:00,12.334582371166846,12.543492109724065,11.801194686268117,11.896759986877441,32127200,0.0,0.0
2008-12-10 00:00:00-05:00,11.812312112224554,11.967882802588795,11.323373355631672,11.814534187316895,30186800,0.0,0.0
2008-12-11 00:00:00-05:00,11.645627875125212,12.132343682587402,11.494501343093763,11.57673168182373,29928400,0.0,0.0
2008-12-12 00:00:00-05:00,11.225584465799425,11.98121712430081,11.223362390831758,11.767862319946289,25100000,0.0,0.0
2008-12-15 00:00:00-05:00,11.736751325195447,11.950106186658665,11.505616468045199,11.723416328430176,21858800,0.0,0.0
2008-12-16 00:00:00-05:00,11.84564974529078,12.174572005168265,11.721193178081167,12.17234992980957,30714400,0.0,0.0
2008-12-17 00:00:00-05:00,12.06567251629404,12.445710987623457,12.014556305044772,12.303474426269531,24687600,0.0,0.0
2008-12-18 00:00:00-05:00,12.30569627315227,12.48793696997796,12.016778157291794,12.156792640686035,30374800,0.0,0.0
2008-12-19 00:00:00-05:00,12.114559840337266,12.496821046634714,11.952321289426372,12.216793060302734,35585200,0.0,0.0
2008-12-22 00:00:00-05:00,12.192352508282733,12.276805787984497,11.774531956270492,11.945660591125488,14083600,0.0,0.0
2008-12-23 00:00:00-05:00,11.894543146522356,12.0901188300828,11.805644877323047,11.92343521118164,10670400,0.0,0.0
2008-12-24 00:00:00-05:00,11.87676637783697,11.945662597560036,11.701193562589218,11.754531860351562,6529600,0.0,0.0
2008-12-26 00:00:00-05:00,11.730083107241613,11.88120967558459,11.541175320711313,11.834538459777832,6476400,0.0,0.0
2008-12-29 00:00:00-05:00,11.790089606532442,11.910102033926206,11.541175601705895,11.594513893127441,13801600,0.0,0.0
2008-12-30 00:00:00-05:00,11.601183885268929,11.601183885268929,11.17225116282219,11.332267761230469,17095200,0.0,0.0
2008-12-31 00:00:00-05:00,11.247810633817839,11.727859417848036,11.245587710820462,11.65674114227295,16371600,0.0,0.0
2009-01-02 00:00:00-05:00,11.761192153541241,11.936765715341608,11.610066498496442,11.87675952911377,13199200,0.0,0.0
2009-01-05 00:00:00-05:00,11.778974351795608,12.290137220144393,11.778974351795608,11.961215019226074,16600000,0.0,0.0
2009-01-06 00:00:00-05:00,12.112340697820093,12.88575244247742,12.112340697820093,12.803522109985352,32506400,0.0,0.0
2009-01-07 00:00:00-05:00,12.599060000885375,12.879088981308248,12.44348928709134,12.52571964263916,28441600,0.0,0.0
2009-01-08 00:00:00-05:00,12.447929510560366,12.512380698967107,11.838979300073099,12.39236831665039,34683600,0.0,0.0
2009-01-09 00:00:00-05:00,12.450157747772455,12.514608963691956,12.174573735307943,12.361259460449219,16702400,0.0,0.0
2009-01-12 00:00:00-05:00,12.287917162278688,12.479047856518582,11.68118886290118,11.770086288452148,31520400,0.0,0.0
2009-01-13 00:00:00-05:00,11.723409984054939,11.854534413996983,11.447826134622094,11.81008529663086,23133200,0.0,0.0
2009-01-14 00:00:00-05:00,11.558950895279605,11.692298274962857,11.161133374439165,11.3278169631958,25246800,0.0,0.0
2009-01-15 00:00:00-05:00,11.196694944803621,11.301149440006622,10.556629587186881,10.97445011138916,47446400,0.0,0.0
2009-01-16 00:00:00-05:00,10.896664170802135,10.990007443915909,10.047688954742316,10.536627769470215,69204800,0.0,0.0
2009-01-20 00:00:00-05:00,10.23437258788959,10.31438084932818,9.347616335137316,9.427623748779297,59766000,0.0,0.0
2009-01-21 00:00:00-05:00,9.600977243211679,10.034354850123398,9.48985482337774,9.818777084350586,50503200,0.0,0.0
2009-01-22 00:00:00-05:00,9.729878809364722,10.152144343852402,9.607644317106745,9.818777084350586,31927600,0.0,0.0
2009-01-23 00:00:00-05:00,9.487631401908084,9.878782773945801,9.285388642344325,9.84989070892334,22617200,0.0,0.0
2009-01-26 00:00:00-05:00,9.845443844541181,10.054354485850054,9.449848396985097,9.465405464172363,24009200,0.0,0.0
2009-01-27 00:00:00-05:00,9.665429327299009,9.821000050946735,9.47652068776028,9.812110900878906,26436000,0.0,0.0
2009-01-28 00:00:00-05:00,10.203259022964444,10.552183301019515,10.056577484723437,10.494400024414062,32089600,0.0,0.0
2009-01-29 00:00:00-05:00,10.209929617560114,10.692201454418106,10.056580953530855,10.283270835876465,26097600,0.0,0.0
2009-01-30 00:00:00-05:00,10.456617262711056,10.967780113220215,10.41439105756435,10.967780113220215,30315200,0.0,0.0
2009-02-02 00:00:00-05:00,10.725538061131184,11.110022468425429,10.565522316195155,11.10557746887207,28544000,0.0,0.0
2009-02-03 00:00:00-05:00,11.158914449317981,11.323376022170635,10.709979721041144,10.75442886352539,28953600,0.0,0.0
2009-02-04 00:00:00-05:00,10.858880941307156,11.165578999234835,10.792207671617648,10.9188871383667,33166400,0.0,0.0
2009-02-05 00:00:00-05:00,11.610072184313998,12.245691789551108,11.44561061028127,11.943439483642578,96728400,0.0,0.0
2009-02-06 00:00:00-05:00,11.990108445586737,12.445710166033994,11.930102241264894,12.31458568572998,45907600,0.0,0.0
2009-02-09 00:00:00-05:00,12.339033411104115,12.523496184348783,12.134567720887059,12.294584274291992,31874400,0.0,0.0
2009-02-10 00:00:00-05:00,12.252360958956714,12.445713774861591,11.91454862618912,11.967886924743652,38071600,0.0,0.0
2009-02-11 00:00:00-05:00,12.046936392672269,12.29856395968131,11.913329301040005,12.23844051361084,23668000,0.02625,0.0
